variant,condition,rung,probe_type,n,tp,fp,fn,tn,abstain,parse_fail
BcesvExact,Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,2,0
BcesvNoisy(10%),Qwen    s42 C/P,isolated,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Qwen    s42 C/P,isolated,cross_boundary,100,0,0,0,100,7,0
BcesvNoisy(10%),Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,0,0,100,7,0
BcesvNoisy(10%),Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Qwen    s42 C/P,shared_vector_index,cross_boundary,100,78,0,20,2,22,0
BcesvNoisy(10%),Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Qwen    s42 C/P,summary_merge,cross_boundary,100,80,0,17,3,19,0
BcesvNoisy(20%),Qwen    s42 C/P,isolated,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Qwen    s42 C/P,isolated,cross_boundary,100,0,0,0,100,13,0
BcesvNoisy(20%),Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,0,0,100,13,0
BcesvNoisy(20%),Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Qwen    s42 C/P,shared_vector_index,cross_boundary,100,41,0,57,2,59,0
BcesvNoisy(20%),Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Qwen    s42 C/P,summary_merge,cross_boundary,100,51,0,46,3,48,0
BcesvNoisy(30%),Qwen    s42 C/P,isolated,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Qwen    s42 C/P,isolated,cross_boundary,100,0,0,0,100,26,0
BcesvNoisy(30%),Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,0,0,100,26,0
BcesvNoisy(30%),Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Qwen    s42 C/P,shared_vector_index,cross_boundary,100,14,0,84,2,86,0
BcesvNoisy(30%),Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Qwen    s42 C/P,summary_merge,cross_boundary,100,25,0,72,3,74,0
BcesvReconstruct,Qwen    s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s42 C/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvReconstruct,Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvReconstruct,Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s42 C/P,shared_vector_index,cross_boundary,100,98,0,0,2,2,0
BcesvReconstruct,Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,2,0
BcesvRecon[no_tenant],Qwen    s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s42 C/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_tenant],Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_tenant],Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s42 C/P,shared_vector_index,cross_boundary,100,98,0,0,2,2,0
BcesvRecon[no_tenant],Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,2,0
BcesvRecon[no_time],Qwen    s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s42 C/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_time],Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_time],Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s42 C/P,shared_vector_index,cross_boundary,100,98,0,0,2,2,0
BcesvRecon[no_time],Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,2,0
BcesvRecon[no_entity],Qwen    s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s42 C/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_entity],Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_entity],Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s42 C/P,shared_vector_index,cross_boundary,100,98,0,0,2,2,0
BcesvRecon[no_entity],Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,2,0
BcesvRecon[no_logsrc],Qwen    s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s42 C/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_logsrc],Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_logsrc],Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s42 C/P,shared_vector_index,cross_boundary,100,98,0,0,2,2,0
BcesvRecon[no_logsrc],Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,2,0
BcesvRecon[no_template],Qwen    s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s42 C/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_template],Qwen    s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s42 C/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_template],Qwen    s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s42 C/P,shared_vector_index,cross_boundary,100,98,0,0,2,2,0
BcesvRecon[no_template],Qwen    s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,2,0
FragmentOnly,Qwen    s43 N/C,isolated,supported,100,0,100,0,0,0,0
FragmentOnly,Qwen    s43 N/C,isolated,cross_boundary,100,0,46,0,54,0,0
FragmentOnly,Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,100,0,0,0,0
FragmentOnly,Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,46,0,54,0,0
FragmentOnly,Qwen    s43 N/C,shared_vector_index,supported,100,0,100,0,0,0,0
FragmentOnly,Qwen    s43 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Qwen    s43 N/C,summary_merge,supported,100,0,100,0,0,0,0
FragmentOnly,Qwen    s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvExact,Qwen    s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s43 N/C,isolated,cross_boundary,100,0,0,0,100,0,0
BcesvExact,Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,0,0
BcesvExact,Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s43 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s43 N/C,summary_merge,cross_boundary,100,97,0,0,3,0,0
BcesvNoisy(10%),Qwen    s43 N/C,isolated,supported,100,0,0,0,100,50,0
BcesvNoisy(10%),Qwen    s43 N/C,isolated,cross_boundary,100,0,0,0,100,16,0
BcesvNoisy(10%),Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,50,0
BcesvNoisy(10%),Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,16,0
BcesvNoisy(10%),Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,50,0
BcesvNoisy(10%),Qwen    s43 N/C,shared_vector_index,cross_boundary,100,45,0,55,0,55,0
BcesvNoisy(10%),Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,50,0
BcesvNoisy(10%),Qwen    s43 N/C,summary_merge,cross_boundary,100,55,0,42,3,43,0
BcesvNoisy(20%),Qwen    s43 N/C,isolated,supported,100,0,0,0,100,72,0
BcesvNoisy(20%),Qwen    s43 N/C,isolated,cross_boundary,100,0,0,0,100,25,0
BcesvNoisy(20%),Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,72,0
BcesvNoisy(20%),Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,25,0
BcesvNoisy(20%),Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,72,0
BcesvNoisy(20%),Qwen    s43 N/C,shared_vector_index,cross_boundary,100,25,0,75,0,75,0
BcesvNoisy(20%),Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,72,0
BcesvNoisy(20%),Qwen    s43 N/C,summary_merge,cross_boundary,100,36,0,61,3,62,0
BcesvNoisy(30%),Qwen    s43 N/C,isolated,supported,100,0,0,0,100,87,0
BcesvNoisy(30%),Qwen    s43 N/C,isolated,cross_boundary,100,0,0,0,100,37,0
BcesvNoisy(30%),Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,87,0
BcesvNoisy(30%),Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,37,0
BcesvNoisy(30%),Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,87,0
BcesvNoisy(30%),Qwen    s43 N/C,shared_vector_index,cross_boundary,100,17,0,83,0,83,0
BcesvNoisy(30%),Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,87,0
BcesvNoisy(30%),Qwen    s43 N/C,summary_merge,cross_boundary,100,21,0,76,3,77,0
BcesvReconstruct,Qwen    s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s43 N/C,isolated,cross_boundary,100,0,46,0,54,0,0
BcesvReconstruct,Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,46,0,54,0,0
BcesvReconstruct,Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s43 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvReconstruct,Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_tenant],Qwen    s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s43 N/C,isolated,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_tenant],Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_tenant],Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s43 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_time],Qwen    s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s43 N/C,isolated,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_time],Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_time],Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s43 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_entity],Qwen    s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s43 N/C,isolated,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_entity],Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_entity],Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s43 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_logsrc],Qwen    s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s43 N/C,isolated,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_logsrc],Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_logsrc],Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s43 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
BcesvRecon[no_template],Qwen    s43 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s43 N/C,isolated,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_template],Qwen    s43 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s43 N/C,boundary_preserving_topk,cross_boundary,100,0,46,0,54,0,0
BcesvRecon[no_template],Qwen    s43 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s43 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Qwen    s43 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s43 N/C,summary_merge,cross_boundary,100,97,3,0,0,0,0
FragmentOnly,Qwen    s44 N/C,isolated,supported,100,0,100,0,0,0,0
FragmentOnly,Qwen    s44 N/C,isolated,cross_boundary,100,0,40,0,60,0,0
FragmentOnly,Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,100,0,0,0,0
FragmentOnly,Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,40,0,60,0,0
FragmentOnly,Qwen    s44 N/C,shared_vector_index,supported,100,0,100,0,0,0,0
FragmentOnly,Qwen    s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Qwen    s44 N/C,summary_merge,supported,100,0,100,0,0,0,0
FragmentOnly,Qwen    s44 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Qwen    s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s44 N/C,isolated,cross_boundary,100,0,0,0,100,0,0
BcesvExact,Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,0,0
BcesvExact,Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Qwen    s44 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvNoisy(10%),Qwen    s44 N/C,isolated,supported,100,0,0,0,100,39,0
BcesvNoisy(10%),Qwen    s44 N/C,isolated,cross_boundary,100,0,0,0,100,17,0
BcesvNoisy(10%),Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,39,0
BcesvNoisy(10%),Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,17,0
BcesvNoisy(10%),Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,39,0
BcesvNoisy(10%),Qwen    s44 N/C,shared_vector_index,cross_boundary,100,60,0,40,0,40,0
BcesvNoisy(10%),Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,39,0
BcesvNoisy(10%),Qwen    s44 N/C,summary_merge,cross_boundary,100,64,0,36,0,36,0
BcesvNoisy(20%),Qwen    s44 N/C,isolated,supported,100,0,0,0,100,65,0
BcesvNoisy(20%),Qwen    s44 N/C,isolated,cross_boundary,100,0,0,0,100,28,0
BcesvNoisy(20%),Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,65,0
BcesvNoisy(20%),Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,28,0
BcesvNoisy(20%),Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,65,0
BcesvNoisy(20%),Qwen    s44 N/C,shared_vector_index,cross_boundary,100,44,0,56,0,56,0
BcesvNoisy(20%),Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,65,0
BcesvNoisy(20%),Qwen    s44 N/C,summary_merge,cross_boundary,100,49,0,51,0,51,0
BcesvNoisy(30%),Qwen    s44 N/C,isolated,supported,100,0,0,0,100,84,0
BcesvNoisy(30%),Qwen    s44 N/C,isolated,cross_boundary,100,0,0,0,100,39,0
BcesvNoisy(30%),Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,84,0
BcesvNoisy(30%),Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,39,0
BcesvNoisy(30%),Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,84,0
BcesvNoisy(30%),Qwen    s44 N/C,shared_vector_index,cross_boundary,100,23,0,77,0,77,0
BcesvNoisy(30%),Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,84,0
BcesvNoisy(30%),Qwen    s44 N/C,summary_merge,cross_boundary,100,29,0,71,0,71,0
BcesvReconstruct,Qwen    s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s44 N/C,isolated,cross_boundary,100,0,40,0,60,0,0
BcesvReconstruct,Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,40,0,60,0,0
BcesvReconstruct,Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvReconstruct,Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Qwen    s44 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Qwen    s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s44 N/C,isolated,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_tenant],Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_tenant],Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Qwen    s44 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Qwen    s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s44 N/C,isolated,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_time],Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_time],Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Qwen    s44 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Qwen    s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s44 N/C,isolated,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_entity],Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_entity],Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Qwen    s44 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Qwen    s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s44 N/C,isolated,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_logsrc],Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_logsrc],Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Qwen    s44 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Qwen    s44 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s44 N/C,isolated,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_template],Qwen    s44 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s44 N/C,boundary_preserving_topk,cross_boundary,100,0,40,0,60,0,0
BcesvRecon[no_template],Qwen    s44 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s44 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Qwen    s44 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Qwen    s44 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s42 N/C,isolated,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 N/C,isolated,cross_boundary,100,0,17,0,83,0,0
FragmentOnly,Mistral s42 N/C,boundary_preserving_topk,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
FragmentOnly,Mistral s42 N/C,shared_vector_index,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s42 N/C,summary_merge,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Mistral s42 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/C,isolated,cross_boundary,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvNoisy(10%),Mistral s42 N/C,isolated,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 N/C,isolated,cross_boundary,100,0,0,0,100,7,0
BcesvNoisy(10%),Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,7,0
BcesvNoisy(10%),Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 N/C,shared_vector_index,cross_boundary,100,80,0,20,0,20,0
BcesvNoisy(10%),Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 N/C,summary_merge,cross_boundary,100,81,0,19,0,19,0
BcesvNoisy(20%),Mistral s42 N/C,isolated,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 N/C,isolated,cross_boundary,100,0,0,0,100,13,0
BcesvNoisy(20%),Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,13,0
BcesvNoisy(20%),Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 N/C,shared_vector_index,cross_boundary,100,50,0,50,0,50,0
BcesvNoisy(20%),Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,69,0
