variant,condition,rung,probe_type,n,tp,fp,fn,tn,abstain,parse_fail
BcesvNoisy(20%),Mistral s42 N/C,summary_merge,cross_boundary,100,48,0,52,0,52,0
BcesvNoisy(30%),Mistral s42 N/C,isolated,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 N/C,isolated,cross_boundary,100,0,0,0,100,26,0
BcesvNoisy(30%),Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,0,0,100,26,0
BcesvNoisy(30%),Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 N/C,shared_vector_index,cross_boundary,100,18,0,82,0,82,0
BcesvNoisy(30%),Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 N/C,summary_merge,cross_boundary,100,21,0,79,0,79,0
BcesvReconstruct,Mistral s42 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 N/C,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvReconstruct,Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvReconstruct,Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvReconstruct,Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Mistral s42 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 N/C,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_tenant],Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_tenant],Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Mistral s42 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 N/C,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_time],Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_time],Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Mistral s42 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 N/C,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_entity],Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_entity],Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Mistral s42 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 N/C,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_logsrc],Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_logsrc],Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Mistral s42 N/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 N/C,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_template],Mistral s42 N/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 N/C,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_template],Mistral s42 N/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 N/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Mistral s42 N/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 N/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s42 C/C,isolated,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 C/C,isolated,cross_boundary,100,0,15,0,66,3,19
FragmentOnly,Mistral s42 C/C,boundary_preserving_topk,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
FragmentOnly,Mistral s42 C/C,shared_vector_index,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 C/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s42 C/C,summary_merge,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 C/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Mistral s42 C/C,isolated,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 C/C,isolated,cross_boundary,100,0,0,0,81,3,19
BcesvExact,Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,0,0,82,3,18
BcesvExact,Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 C/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 C/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvNoisy(10%),Mistral s42 C/C,isolated,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 C/C,isolated,cross_boundary,100,0,0,0,81,10,19
BcesvNoisy(10%),Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,0,0,82,10,18
BcesvNoisy(10%),Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 C/C,shared_vector_index,cross_boundary,100,80,0,20,0,20,0
BcesvNoisy(10%),Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,40,0
BcesvNoisy(10%),Mistral s42 C/C,summary_merge,cross_boundary,100,81,0,19,0,19,0
BcesvNoisy(20%),Mistral s42 C/C,isolated,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 C/C,isolated,cross_boundary,100,0,0,0,81,16,19
BcesvNoisy(20%),Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,0,0,82,16,18
BcesvNoisy(20%),Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 C/C,shared_vector_index,cross_boundary,100,50,0,50,0,50,0
BcesvNoisy(20%),Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,68,0
BcesvNoisy(20%),Mistral s42 C/C,summary_merge,cross_boundary,100,47,0,53,0,53,0
BcesvNoisy(30%),Mistral s42 C/C,isolated,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 C/C,isolated,cross_boundary,100,0,0,0,81,26,19
BcesvNoisy(30%),Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,0,0,82,26,18
BcesvNoisy(30%),Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 C/C,shared_vector_index,cross_boundary,100,22,0,78,0,78,0
BcesvNoisy(30%),Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,80,0
BcesvNoisy(30%),Mistral s42 C/C,summary_merge,cross_boundary,100,18,0,82,0,82,0
BcesvReconstruct,Mistral s42 C/C,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 C/C,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvReconstruct,Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvReconstruct,Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 C/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvReconstruct,Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 C/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Mistral s42 C/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 C/C,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_tenant],Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_tenant],Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 C/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 C/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Mistral s42 C/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 C/C,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_time],Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_time],Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 C/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 C/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Mistral s42 C/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 C/C,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_entity],Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_entity],Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 C/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 C/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Mistral s42 C/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 C/C,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_logsrc],Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_logsrc],Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 C/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 C/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Mistral s42 C/C,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 C/C,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_template],Mistral s42 C/C,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 C/C,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_template],Mistral s42 C/C,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 C/C,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Mistral s42 C/C,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 C/C,summary_merge,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s42 N/P,isolated,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 N/P,isolated,cross_boundary,100,0,17,0,83,0,0
FragmentOnly,Mistral s42 N/P,boundary_preserving_topk,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
FragmentOnly,Mistral s42 N/P,shared_vector_index,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 N/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s42 N/P,summary_merge,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 N/P,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Mistral s42 N/P,isolated,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/P,isolated,cross_boundary,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 N/P,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvNoisy(10%),Mistral s42 N/P,isolated,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 N/P,isolated,cross_boundary,100,0,0,0,100,7,0
BcesvNoisy(10%),Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,0,0,100,7,0
BcesvNoisy(10%),Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 N/P,shared_vector_index,cross_boundary,100,80,0,20,0,20,0
BcesvNoisy(10%),Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 N/P,summary_merge,cross_boundary,100,81,0,19,0,19,0
BcesvNoisy(20%),Mistral s42 N/P,isolated,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 N/P,isolated,cross_boundary,100,0,0,0,100,13,0
BcesvNoisy(20%),Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,0,0,100,13,0
BcesvNoisy(20%),Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 N/P,shared_vector_index,cross_boundary,100,50,0,50,0,50,0
BcesvNoisy(20%),Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 N/P,summary_merge,cross_boundary,100,47,0,53,0,53,0
BcesvNoisy(30%),Mistral s42 N/P,isolated,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 N/P,isolated,cross_boundary,100,0,0,0,100,26,0
BcesvNoisy(30%),Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,0,0,100,26,0
BcesvNoisy(30%),Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 N/P,shared_vector_index,cross_boundary,100,18,0,82,0,82,0
BcesvNoisy(30%),Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 N/P,summary_merge,cross_boundary,100,18,0,82,0,82,0
BcesvReconstruct,Mistral s42 N/P,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 N/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvReconstruct,Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvReconstruct,Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 N/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvReconstruct,Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 N/P,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Mistral s42 N/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 N/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_tenant],Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_tenant],Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 N/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_tenant],Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 N/P,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Mistral s42 N/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 N/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_time],Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_time],Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 N/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_time],Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_time],Mistral s42 N/P,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Mistral s42 N/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 N/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_entity],Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_entity],Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 N/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_entity],Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_entity],Mistral s42 N/P,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Mistral s42 N/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 N/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_logsrc],Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_logsrc],Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 N/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_logsrc],Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_logsrc],Mistral s42 N/P,summary_merge,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Mistral s42 N/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 N/P,isolated,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_template],Mistral s42 N/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 N/P,boundary_preserving_topk,cross_boundary,100,0,17,0,83,0,0
BcesvRecon[no_template],Mistral s42 N/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 N/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvRecon[no_template],Mistral s42 N/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvRecon[no_template],Mistral s42 N/P,summary_merge,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s42 C/P,isolated,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 C/P,isolated,cross_boundary,100,0,15,0,66,3,19
FragmentOnly,Mistral s42 C/P,boundary_preserving_topk,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
FragmentOnly,Mistral s42 C/P,shared_vector_index,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 C/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
FragmentOnly,Mistral s42 C/P,summary_merge,supported,100,0,100,0,0,0,0
FragmentOnly,Mistral s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,3,0
BcesvExact,Mistral s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 C/P,isolated,cross_boundary,100,0,0,0,81,3,19
BcesvExact,Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,0,0,82,3,18
BcesvExact,Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 C/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvExact,Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvExact,Mistral s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,3,0
BcesvNoisy(10%),Mistral s42 C/P,isolated,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 C/P,isolated,cross_boundary,100,0,0,0,81,10,19
BcesvNoisy(10%),Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,0,0,82,10,18
BcesvNoisy(10%),Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 C/P,shared_vector_index,cross_boundary,100,80,0,20,0,20,0
BcesvNoisy(10%),Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,41,0
BcesvNoisy(10%),Mistral s42 C/P,summary_merge,cross_boundary,100,79,0,18,3,21,0
BcesvNoisy(20%),Mistral s42 C/P,isolated,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 C/P,isolated,cross_boundary,100,0,0,0,81,16,19
BcesvNoisy(20%),Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,0,0,82,16,18
BcesvNoisy(20%),Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 C/P,shared_vector_index,cross_boundary,100,50,0,50,0,50,0
BcesvNoisy(20%),Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,69,0
BcesvNoisy(20%),Mistral s42 C/P,summary_merge,cross_boundary,100,47,0,50,3,53,0
BcesvNoisy(30%),Mistral s42 C/P,isolated,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 C/P,isolated,cross_boundary,100,0,0,0,81,26,19
BcesvNoisy(30%),Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,0,0,82,26,18
BcesvNoisy(30%),Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 C/P,shared_vector_index,cross_boundary,100,22,0,78,0,78,0
BcesvNoisy(30%),Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,81,0
BcesvNoisy(30%),Mistral s42 C/P,summary_merge,cross_boundary,100,20,0,77,3,80,0
BcesvReconstruct,Mistral s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 C/P,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvReconstruct,Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvReconstruct,Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 C/P,shared_vector_index,cross_boundary,100,100,0,0,0,0,0
BcesvReconstruct,Mistral s42 C/P,summary_merge,supported,100,0,0,0,100,0,0
BcesvReconstruct,Mistral s42 C/P,summary_merge,cross_boundary,100,97,0,0,3,3,0
BcesvRecon[no_tenant],Mistral s42 C/P,isolated,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 C/P,isolated,cross_boundary,100,0,15,0,66,3,19
BcesvRecon[no_tenant],Mistral s42 C/P,boundary_preserving_topk,supported,100,0,0,0,100,0,0
BcesvRecon[no_tenant],Mistral s42 C/P,boundary_preserving_topk,cross_boundary,100,0,15,0,67,3,18
BcesvRecon[no_tenant],Mistral s42 C/P,shared_vector_index,supported,100,0,0,0,100,0,0
